id,claim,model,repetition,label,explanation,confidence,valid_json,raw_text
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,22,sarcastic,"The use of the phrase 'don't know shit' is a clear indicator of sarcasm, as it is a hyperbolic and insulting expression.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the phrase 'don't know shit' is a clear indicator of sarcasm, as it is a hyperbolic and insulting expression.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,22,sarcastic,The claim is sarcastic because it contradicts a common expectation that Mario plays many games.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it contradicts a common expectation that Mario plays many games.\"", \""confidence\"": 90}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,22,sarcastic,"The claim is about a past time when a modern technology (Xbox Live) did not exist, which is unlikely and ironic, indicating sarcasm.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is about a past time when a modern technology (Xbox Live) did not exist, which is unlikely and ironic, indicating sarcasm.\"", \""confidence\"": 80}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,22,sarcastic,"The use of the word 'Synical' is likely intended to be sarcastic, as it is misspelled and implies a lack of intelligence or competence.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the word 'Synical' is likely intended to be sarcastic, as it is misspelled and implies a lack of intelligence or competence.\"", \""confidence\"": 90}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,22,sarcastic,The claim is sarcastic because it inverts the typical assumption that someone is guilty of accusations they make.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it inverts the typical assumption that someone is guilty of accusations they make.\"", \""confidence\"": 90}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,22,sarcastic,"The phrase 'no you are not ready' is a common idiomatic expression used to dismiss someone who is not at a certain level, implying they are not prepared or capable. The use of 'no' at the beginning is a clear indication of sarcasm.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is a common idiomatic expression used to dismiss someone who is not at a certain level, implying they are not prepared or capable. The use of 'no' at the beginning is a clear indication of sarcasm.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,22,sarcastic,"The claim uses strong profanity and a dismissive tone, indicating sarcasm.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim uses strong profanity and a dismissive tone, indicating sarcasm.\"", \""confidence\"": 90}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,22,sarcastic,"The title is likely sarcastic because it implies that Joe Warren is the owner of the title, which is unlikely.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The title is likely sarcastic because it implies that Joe Warren is the owner of the title, which is unlikely.\"", \""confidence\"": 80}"""
0,They were too brown to be real Christians,llama-3.2-3b,23,sarcastic,"The claim is sarcastic because it implies that being brown is a characteristic of being a Christian, which is not true.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that being brown is a characteristic of being a Christian, which is not true.\"", \""confidence\"": 80}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,23,sarcastic,The phrase suggests that the person is being facetious and unlikely to have actually inserted their finger into the trigger guard.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase suggests that the person is being facetious and unlikely to have actually inserted their finger into the trigger guard.\"", \""confidence\"": 90}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,23,sarcastic,"The use of the phrase 'don\u2019t know shit' is a common idiomatic expression for expressing strong disagreement or contempt, which is typical of sarcastic tone.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the phrase 'don\\\\u2019t know shit' is a common idiomatic expression for expressing strong disagreement or contempt, which is typical of sarcastic tone.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,23,sarcastic,"The claim is sarcastic because it implies that Mario, a well-known video game character, played many games, and the statement is likely meant to be ironic or humorous.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that Mario, a well-known video game character, played many games, and the statement is likely meant to be ironic or humorous.\"", \""confidence\"": 80}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,23,sarcastic,The claim is sarcastic because it expresses surprise at a time when a service that is now considered a standard in the gaming industry did not exist.,100,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it expresses surprise at a time when a service that is now considered a standard in the gaming industry did not exist.\"", \""confidence\"": 100}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,23,sarcastic,The use of the word 'Synical' instead of 'Synical' and the phrase 'there must be an election coming up!' suggest sarcasm.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the word 'Synical' instead of 'Synical' and the phrase 'there must be an election coming up!' suggest sarcasm.\"", \""confidence\"": 90}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,23,sarcastic,"The phrase is a rhetorical question, implying that Hillary is guilty of the accusations, which is a common sarcastic tone.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase is a rhetorical question, implying that Hillary is guilty of the accusations, which is a common sarcastic tone.\"", \""confidence\"": 80}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,23,sarcastic,"The phrase 'no you are not ready' is ironic and dismissive, indicating that being level 30 is not sufficient.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is ironic and dismissive, indicating that being level 30 is not sufficient.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,23,sarcastic,"The claim uses strong profanity and implies that disagreeing with the statement is obvious, suggesting that the speaker is being sarcastic.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim uses strong profanity and implies that disagreeing with the statement is obvious, suggesting that the speaker is being sarcastic.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,23,sarcastic,"The claim is sarcastic because it attributes the title to Joe Warren, who is not a well-known title holder.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it attributes the title to Joe Warren, who is not a well-known title holder.\"", \""confidence\"": 80}"""
0,They were too brown to be real Christians,llama-3.2-3b,24,sarcastic,"The phrase suggests that the person is implying that the individuals cannot be Christians because of their skin color, which is a common stereotype associated with sarcasm.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase suggests that the person is implying that the individuals cannot be Christians because of their skin color, which is a common stereotype associated with sarcasm.\"", \""confidence\"": 80}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,24,sarcastic,"The claim is likely sarcastic because it describes a very unlikely and dangerous action, which is often used to be humorous or ironic.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is likely sarcastic because it describes a very unlikely and dangerous action, which is often used to be humorous or ironic.\"", \""confidence\"": 90}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,24,sarcastic,"The statement uses a strong negative phrase with the word 'shit', which is typically used to express contempt or disdain, indicating sarcasm.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The statement uses a strong negative phrase with the word 'shit', which is typically used to express contempt or disdain, indicating sarcasm.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,24,sarcastic,"The claim is phrased as a negation of a common association with Mario, suggesting that the statement is meant to be ironic or humorous.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is phrased as a negation of a common association with Mario, suggesting that the statement is meant to be ironic or humorous.\"", \""confidence\"": 80}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,24,sarcastic,"The phrase 'Amazing, there was actually a time when Xbox Live didn't exist' is sarcastic because it expresses surprise and irony at the existence of a time when Xbox Live didn't exist, implying that it's not that amazing that it existed.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'Amazing, there was actually a time when Xbox Live didn't exist' is sarcastic because it expresses surprise and irony at the existence of a time when Xbox Live didn't exist, implying that it's not that amazing that it existed.\"", \""confidence\"": 90}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,24,sarcastic,The use of the word 'Synical' instead of 'Sincere' and the phrase 'ploy for SF' suggests sarcasm.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the word 'Synical' instead of 'Sincere' and the phrase 'ploy for SF' suggests sarcasm.\"", \""confidence\"": 90}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,24,sarcastic,"The question implies that the speaker is pointing out an accusation made by the person being questioned that they themselves are not guilty of, which is a common rhetorical device used to express sarcasm.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The question implies that the speaker is pointing out an accusation made by the person being questioned that they themselves are not guilty of, which is a common rhetorical device used to express sarcasm.\"", \""confidence\"": 90}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,24,sarcastic,"The phrase 'no you are not ready' is a common sarcastic way to tell someone they are not ready, indicating the opposite of what is literally meant.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is a common sarcastic way to tell someone they are not ready, indicating the opposite of what is literally meant.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,24,sarcastic,"The claim uses strong profanity and implies that anyone who disagrees is obviously wrong, which are common characteristics of sarcastic language.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim uses strong profanity and implies that anyone who disagrees is obviously wrong, which are common characteristics of sarcastic language.\"", \""confidence\"": 90}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,24,literal,The claim is literal because it simply states that the title belongs to Joe Warren without any indication of sarcasm.,80,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The claim is literal because it simply states that the title belongs to Joe Warren without any indication of sarcasm.\"", \""confidence\"": 80}"""
0,They were too brown to be real Christians,llama-3.2-3b,25,sarcastic,"The claim implies that the person's skin color is a sign of their Christian faith, which is a ridiculous and stereotypical notion.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim implies that the person's skin color is a sign of their Christian faith, which is a ridiculous and stereotypical notion.\"", \""confidence\"": 90}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,25,sarcastic,"The claim is sarcastic because it describes a highly improbable and unsafe action, implying that the speaker is being facetious.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and unsafe action, implying that the speaker is being facetious.\"", \""confidence\"": 90}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,25,sarcastic,"The phrase 'don’t know shit' is an idiomatic expression that is often used to express disdain or mockery, particularly in a sarcastic tone.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'don\\u2019t know shit' is an idiomatic expression that is often used to express disdain or mockery, particularly in a sarcastic tone.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,25,sarcastic,"The claim is sarcastic because it implies that Mario, a well-known character, played a large number of games, and the statement is likely meant to be ironic or humorous.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that Mario, a well-known character, played a large number of games, and the statement is likely meant to be ironic or humorous.\"", \""confidence\"": 80}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,25,sarcastic,"The claim is sarcastic because it states that Xbox Live, a service that has been around for a long time, did not exist at one point.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it states that Xbox Live, a service that has been around for a long time, did not exist at one point.\"", \""confidence\"": 90}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,25,sarcastic,"The claim uses the word 'Synical' (a misspelling of 'synical', which is a rare or obsolete word), which suggests that the speaker is being sarcastic about the term being used in the context of an election.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim uses the word 'Synical' (a misspelling of 'synical', which is a rare or obsolete word), which suggests that the speaker is being sarcastic about the term being used in the context of an election.\"", \""confidence\"": 80}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,25,sarcastic,"The claim is sarcastic because it presents a hypothetical scenario where the speaker is not guilty of accusations against Hillary, which is unlikely given the context.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it presents a hypothetical scenario where the speaker is not guilty of accusations against Hillary, which is unlikely given the context.\"", \""confidence\"": 90}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,25,sarcastic,"The language used is informal and dismissive, implying that being 'lvl 30' on a main account is the bare minimum for being 'ready', which is a common misconception. The tone is also somewhat condescending.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The language used is informal and dismissive, implying that being 'lvl 30' on a main account is the bare minimum for being 'ready', which is a common misconception. The tone is also somewhat condescending.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,25,sarcastic,"The claim uses strong profanity, exaggerated language, and a tone that implies disagreement is impossible, which are common characteristics of sarcastic statements.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim uses strong profanity, exaggerated language, and a tone that implies disagreement is impossible, which are common characteristics of sarcastic statements.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,25,sarcastic,"The title is likely sarcastic because it implies Joe Warren owns a title, which is unlikely.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The title is likely sarcastic because it implies Joe Warren owns a title, which is unlikely.\"", \""confidence\"": 90}"""
0,They were too brown to be real Christians,llama-3.2-3b,26,sarcastic,"The phrase suggests that the person thinks Christians are supposed to be white, implying they are not white, thus sarcastic.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase suggests that the person thinks Christians are supposed to be white, implying they are not white, thus sarcastic.\"", \""confidence\"": 80}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,26,sarcastic,"The claim is likely sarcastic because the person is describing a highly improbable and potentially dangerous action, which is often used to express irony or exaggeration.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is likely sarcastic because the person is describing a highly improbable and potentially dangerous action, which is often used to express irony or exaggeration.\"", \""confidence\"": 80}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,26,sarcastic,"The phrase 'don't know shit' is a common idiomatic expression used to convey strong disapproval or disdain, which is a characteristic of sarcasm.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'don't know shit' is a common idiomatic expression used to convey strong disapproval or disdain, which is a characteristic of sarcasm.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,26,literal,The claim states Mario didn,90,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The claim states Mario didn\"", \""confidence\"": 90}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,26,sarcastic,"The claim is sarcastic because it expresses surprise and disbelief at a situation that is unlikely to happen, given the long history of Xbox Live.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it expresses surprise and disbelief at a situation that is unlikely to happen, given the long history of Xbox Live.\"", \""confidence\"": 90}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,26,sarcastic,"The use of the word 'Synical' (a misspelling of 'Syndical') is likely meant to be ironic or mocking, given its common association with socialist or communist organizations, suggesting that the speaker is being sarcastic.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the word 'Synical' (a misspelling of 'Syndical') is likely meant to be ironic or mocking, given its common association with socialist or communist organizations, suggesting that the speaker is being sarcastic.\"", \""confidence\"": 80}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,26,sarcastic,The claim is sarcastic because it inverts the typical expectation that a person who accuses someone else of a crime would also be guilty of that crime.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it inverts the typical expectation that a person who accuses someone else of a crime would also be guilty of that crime.\"", \""confidence\"": 90}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,26,sarcastic,The phrase 'no you are not ready' is a common sarcastic response used to dismiss someone who is not yet at a certain level.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is a common sarcastic response used to dismiss someone who is not yet at a certain level.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,26,sarcastic,"The claim uses profanity and exaggerated language to express disagreement, indicating sarcasm.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim uses profanity and exaggerated language to express disagreement, indicating sarcasm.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,26,sarcastic,"The title is likely sarcastic because it implies that Joe Warren, a well-known figure in the title, is the only possible owner of the title.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The title is likely sarcastic because it implies that Joe Warren, a well-known figure in the title, is the only possible owner of the title.\"", \""confidence\"": 80}"""
0,They were too brown to be real Christians,llama-3.2-3b,27,sarcastic,"The phrase suggests that the person is being facetious about Christians being too brown, implying they are not real Christians because of their skin color.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase suggests that the person is being facetious about Christians being too brown, implying they are not real Christians because of their skin color.\"", \""confidence\"": 80}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,27,sarcastic,"The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is an exaggeration used to convey frustration or annoyance.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is an exaggeration used to convey frustration or annoyance.\"", \""confidence\"": 90}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,27,sarcastic,"The claim is sarcastic because it uses the phrase 'don't know shit', which is an idiomatic expression for 'don't know anything' or 'are incompetent', and is applied to the Browns, a football team known for their struggles with quarterbacks.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it uses the phrase 'don't know shit', which is an idiomatic expression for 'don't know anything' or 'are incompetent', and is applied to the Browns, a football team known for their struggles with quarterbacks.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,27,sarcastic,"The claim is sarcastic because it implies Mario played many games, which is unlikely given his iconic status as a plumber and the numerous games featuring him.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies Mario played many games, which is unlikely given his iconic status as a plumber and the numerous games featuring him.\"", \""confidence\"": 80}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,27,sarcastic,"The phrase 'Amazing, there was actually a time when...' is a common sarcastic expression used to convey the opposite of what is stated.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'Amazing, there was actually a time when...' is a common sarcastic expression used to convey the opposite of what is stated.\"", \""confidence\"": 90}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,27,sarcastic,"The word 'Synical' is misspelled, suggesting a sarcastic tone.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The word 'Synical' is misspelled, suggesting a sarcastic tone.\"", \""confidence\"": 90}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,27,sarcastic,The claim is sarcastic because it presents a common criticism of Hillary Clinton while implying that the speaker is not guilty of the same accusations.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it presents a common criticism of Hillary Clinton while implying that the speaker is not guilty of the same accusations.\"", \""confidence\"": 90}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,27,sarcastic,"The phrase 'no you are not ready' is a common sarcastic way to tell someone they are not ready, rather than a literal statement.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is a common sarcastic way to tell someone they are not ready, rather than a literal statement.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,27,sarcastic,"The claim uses strong language and phrases like 'obvs wrong' to convey a mocking tone, indicating sarcasm.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim uses strong language and phrases like 'obvs wrong' to convey a mocking tone, indicating sarcasm.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,27,sarcastic,"The title is often associated with Joe Warren, but in this case, it is not his.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The title is often associated with Joe Warren, but in this case, it is not his.\"", \""confidence\"": 80}"""
0,They were too brown to be real Christians,llama-3.2-3b,28,sarcastic,"The claim is sarcastic because it implies that being brown is a characteristic of being a Christian, which is not true.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that being brown is a characteristic of being a Christian, which is not true.\"", \""confidence\"": 90}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,28,sarcastic,The claim is sarcastic because it describes an impossible action (inserting a finger into the trigger guard behind the finger) in a literal manner.,100,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it describes an impossible action (inserting a finger into the trigger guard behind the finger) in a literal manner.\"", \""confidence\"": 100}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,28,sarcastic,"The statement uses the phrase 'don't know shit' which is a colloquial and derogatory expression typically used to convey contempt or mocking, indicating a sarcastic tone.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The statement uses the phrase 'don't know shit' which is a colloquial and derogatory expression typically used to convey contempt or mocking, indicating a sarcastic tone.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,28,sarcastic,"The claim is sarcastic because it implies that Mario, a character known for playing many games, played very few games.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that Mario, a character known for playing many games, played very few games.\"", \""confidence\"": 80}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,28,sarcastic,"The claim is sarcastic because it says 'Amazing' in response to the non-existence of Xbox Live, which is unlikely to be considered amazing.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it says 'Amazing' in response to the non-existence of Xbox Live, which is unlikely to be considered amazing.\"", \""confidence\"": 90}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,28,sarcastic,"The word 'Synical' is misspelled, suggesting that the user is being sarcastic about the term 'Sympathetic' or 'Syndical', which are related to socialism and SF. The phrase 'ploy for SF' is also ironic given the topic of socialism and the user's mention of San Francisco.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The word 'Synical' is misspelled, suggesting that the user is being sarcastic about the term 'Sympathetic' or 'Syndical', which are related to socialism and SF. The phrase 'ploy for SF' is also ironic given the topic of socialism and the user's mention of San Francisco.\"", \""confidence\"": 80}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,28,sarcastic,"The claim is sarcastic because it implies that the only thing Hillary can be guilty of is something Bill Clinton has also been accused of, which is unlikely.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies that the only thing Hillary can be guilty of is something Bill Clinton has also been accused of, which is unlikely.\"", \""confidence\"": 80}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,28,sarcastic,The use of the phrase 'no you are not ready' is a common sarcastic way to express the opposite of what is literally being said. The tone and language used suggest that the author is being facetious.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the phrase 'no you are not ready' is a common sarcastic way to express the opposite of what is literally being said. The tone and language used suggest that the author is being facetious.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,28,sarcastic,"The language used is overly casual and dismissive, indicating sarcasm.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The language used is overly casual and dismissive, indicating sarcasm.\"", \""confidence\"": 80}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,28,literal,"The claim states a fact about the title belonging to Joe Warren, without any apparent irony or exaggeration.",100,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The claim states a fact about the title belonging to Joe Warren, without any apparent irony or exaggeration.\"", \""confidence\"": 100}"""
0,They were too brown to be real Christians,llama-3.2-3b,29,sarcastic,"The claim implies that the person is being facetious, suggesting that the person is actually a real Christian because they are not brown.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim implies that the person is being facetious, suggesting that the person is actually a real Christian because they are not brown.\"", \""confidence\"": 80}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,29,sarcastic,"The claim is likely sarcastic because it describes a highly improbable and potentially dangerous scenario, which is an exaggeration used for humorous effect.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is likely sarcastic because it describes a highly improbable and potentially dangerous scenario, which is an exaggeration used for humorous effect.\"", \""confidence\"": 80}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,29,sarcastic,"The statement is sarcastic because it uses the phrase 'don't know shit', which is an idiomatic expression meaning 'to know nothing', and is applied to a specific group (The Browns) in a way that is clearly mocking or ironic.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The statement is sarcastic because it uses the phrase 'don't know shit', which is an idiomatic expression meaning 'to know nothing', and is applied to a specific group (The Browns) in a way that is clearly mocking or ironic.\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,29,sarcastic,"The claim is sarcastic because it is the opposite of what one would expect from someone named Mario, who is known for playing many games.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it is the opposite of what one would expect from someone named Mario, who is known for playing many games.\"", \""confidence\"": 90}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,29,sarcastic,The phrase ,80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase \"", \""confidence\"": 80}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,29,sarcastic,"The word choice and tone suggest sarcasm, implying the speaker is being facetious about an election being imminent.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The word choice and tone suggest sarcasm, implying the speaker is being facetious about an election being imminent.\"", \""confidence\"": 80}"""
10,Is there anything he accuses Hillary of that he is not guilty of?,llama-3.2-3b,29,sarcastic,"The phrase suggests that the speaker is implying that there is no difference between what Hillary is accused of and what the speaker is not guilty of, which is a common sarcastic remark.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase suggests that the speaker is implying that there is no difference between what Hillary is accused of and what the speaker is not guilty of, which is a common sarcastic remark.\"", \""confidence\"": 80}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,29,sarcastic,"The language used, 'no you are not ready', implies a dismissive tone often associated with sarcasm.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The language used, 'no you are not ready', implies a dismissive tone often associated with sarcasm.\"", \""confidence\"": 80}"""
